x,y,z,HR,T
61.7,27,1.75,0.881563,287.796
61.7,14,1.75,0.801526,286.411
49.7,5.8,1.75,0.788921,286.17
43.4,7.1,1.75,0.791204,286.505
31.4,4.8,1.05,0.768718,286.068
53.45,6.65,1.05,0.790533,286.325
43.5,4.25,1.05,0.778178,286.053
31.4,4.8,1.75,0.77017,286.082
53.45,6.65,1.75,0.790239,286.339
43.5,4.25,1.75,0.763743,285.885
31.4,4.8,2.8,0.770552,286.068
53.45,6.65,2.8,0.816049,285.012
43.5,4.25,2.8,0.745905,285.851
53.45,6.65,4.2,0.833544,288.332
43.5,4.25,4.2,0.804496,289.218
47.7,10.9,4.2,0.783536,291.672
50.5,11.8,4.2,0.797871,291.584
53.45,6.65,4.55,0.824988,288.642
43.5,4.25,4.55,0.800949,289.286
47.7,10.9,4.55,0.743402,291.874
50.5,11.8,4.55,0.799057,291.619
43.1,6.7,4.55,0.773123,289.811
