x,y,z,HR,T
61.7,27,1.75,0.856138,289.785
61.7,14,1.75,0.70779,288.461
49.7,5.8,1.75,0.653425,288.422
43.4,7.1,1.75,0.698554,288.576
31.4,4.8,1.05,0.679839,288.201
53.45,6.65,1.05,0.681069,288.441
43.5,4.25,1.05,0.643743,288.38
31.4,4.8,1.75,0.675483,288.237
53.45,6.65,1.75,0.680783,288.448
43.5,4.25,1.75,0.676144,288.378
31.4,4.8,2.8,0.667312,288.247
53.45,6.65,2.8,0.615122,288.235
43.5,4.25,2.8,0.707254,288.4
53.45,6.65,4.2,0.825852,289.045
43.5,4.25,4.2,0.655272,289.019
47.7,10.9,4.2,0.725535,289.517
50.5,11.8,4.2,0.879764,291.69
53.45,6.65,4.55,0.808904,289.141
43.5,4.25,4.55,0.644615,289.29
47.7,10.9,4.55,0.783042,290.739
50.5,11.8,4.55,0.871682,291.867
43.1,6.7,4.55,0.691099,289.546
